Region,Country,Year,All Types,Beer,Other,Spirits,Wine
Eastern Mediterranean,United Arab Emirates,2013,,,,,
Eastern Mediterranean,United Arab Emirates,2014,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2000,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2001,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2002,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2003,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2004,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2005,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2006,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2007,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2008,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2009,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2010,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2011,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2012,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2013,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2014,,,,,
Europe,United Kingdom of Great Britain and Northern Ireland,2015,,,,,
Africa,United Republic of Tanzania,2000,,,,,
Africa,United Republic of Tanzania,2001,,,,,
Africa,United Republic of Tanzania,2002,,,,,
Africa,United Republic of Tanzania,2003,,,,,
Africa,United Republic of Tanzania,2004,,,,,
Africa,United Republic of Tanzania,2005,,,,,
Africa,United Republic of Tanzania,2006,,,,,
Africa,United Republic of Tanzania,2007,,,,,
Africa,United Republic of Tanzania,2008,,,,,
Africa,United Republic of Tanzania,2009,,,,,
Africa,United Republic of Tanzania,2010,,,,,
Africa,United Republic of Tanzania,2011,,,,,
Africa,United Republic of Tanzania,2012,,,,,
Africa,United Republic of Tanzania,2013,,,,,
Americas,United States of America,2000,,,,,
Americas,United States of America,2001,,,,,
Americas,United States of America,2002,,,,,
Americas,United States of America,2003,,,,,
Americas,United States of America,2004,,,,,
Americas,United States of America,2005,,,,,
Americas,United States of America,2006,,,,,
Americas,United States of America,2007,,,,,
Americas,United States of America,2008,,,,,
Americas,United States of America,2009,,,,,
Americas,United States of America,2010,,,,,
Americas,United States of America,2011,,,,,
Americas,United States of America,2012,,,,,
Americas,United States of America,2013,,,,,
Americas,United States of America,2014,,,,,
Americas,Uruguay,2000,,,,,
Americas,Uruguay,2001,,,,,
Americas,Uruguay,2002,,,,,
Americas,Uruguay,2003,,,,,
Americas,Uruguay,2004,,,,,
Americas,Uruguay,2005,,,,,
Americas,Uruguay,2006,,,,,
Americas,Uruguay,2007,,,,,
Americas,Uruguay,2008,,,,,
Americas,Uruguay,2009,,,,,
Americas,Uruguay,2010,,,,,
Americas,Uruguay,2011,,,,,
Americas,Uruguay,2012,,,,,
Americas,Uruguay,2013,,,,,
Americas,Uruguay,2014,,,,,
Europe,Uzbekistan,2000,,,,,
Europe,Uzbekistan,2001,,,,,
Europe,Uzbekistan,2002,,,,,
Europe,Uzbekistan,2003,,,,,
Europe,Uzbekistan,2004,,,,,
Europe,Uzbekistan,2005,,,,,
Europe,Uzbekistan,2006,,,,,
Europe,Uzbekistan,2007,,,,,
Europe,Uzbekistan,2008,,,,,
Europe,Uzbekistan,2009,,,,,
Europe,Uzbekistan,2010,,,,,
Europe,Uzbekistan,2011,,,,,
Western Pacific,Vanuatu,2000,,,,,
Western Pacific,Vanuatu,2001,,,,,
Western Pacific,Vanuatu,2002,,,,,
Western Pacific,Vanuatu,2003,,,,,
Western Pacific,Vanuatu,2004,,,,,
Western Pacific,Vanuatu,2005,,,,,
Western Pacific,Vanuatu,2006,,,,,
Western Pacific,Vanuatu,2007,,,,,
Western Pacific,Vanuatu,2008,,,,,
Western Pacific,Vanuatu,2009,,,,,
Western Pacific,Vanuatu,2010,,,,,
Western Pacific,Vanuatu,2011,,,,,
Americas,Venezuela (Bolivarian Republic of),2000,,,,,
Americas,Venezuela (Bolivarian Republic of),2001,,,,,
Americas,Venezuela (Bolivarian Republic of),2002,,,,,
Americas,Venezuela (Bolivarian Republic of),2003,,,,,
Americas,Venezuela (Bolivarian Republic of),2004,,,,,
Americas,Venezuela (Bolivarian Republic of),2005,,,,,
Americas,Venezuela (Bolivarian Republic of),2006,,,,,
Americas,Venezuela (Bolivarian Republic of),2007,,,,,
Americas,Venezuela (Bolivarian Republic of),2008,,,,,
Americas,Venezuela (Bolivarian Republic of),2009,,,,,
Americas,Venezuela (Bolivarian Republic of),2010,,,,,
Americas,Venezuela (Bolivarian Republic of),2011,,,,,
Americas,Venezuela (Bolivarian Republic of),2012,,,,,
Americas,Venezuela (Bolivarian Republic of),2013,,,,,
Americas,Venezuela (Bolivarian Republic of),2014,,,,,
Western Pacific,Viet Nam,2000,,,,,
Western Pacific,Viet Nam,2001,,,,,
Western Pacific,Viet Nam,2002,,,,,
Western Pacific,Viet Nam,2003,,,,,
Western Pacific,Viet Nam,2004,,,,,
Western Pacific,Viet Nam,2005,,,,,
Western Pacific,Viet Nam,2006,,,,,
Western Pacific,Viet Nam,2007,,,,,
Western Pacific,Viet Nam,2008,,,,,
Western Pacific,Viet Nam,2009,,,,,
Western Pacific,Viet Nam,2010,,,,,
Western Pacific,Viet Nam,2011,,,,,
Western Pacific,Viet Nam,2012,,,,,
Western Pacific,Viet Nam,2013,,,,,
Western Pacific,Viet Nam,2014,,,,,
Eastern Mediterranean,Yemen,2000,,,,,
Eastern Mediterranean,Yemen,2001,,,,,
Eastern Mediterranean,Yemen,2002,,,,,
Eastern Mediterranean,Yemen,2003,,,,,
Eastern Mediterranean,Yemen,2004,,,,,
Eastern Mediterranean,Yemen,2005,,,,,
Eastern Mediterranean,Yemen,2006,,,,,
Eastern Mediterranean,Yemen,2007,,,,,
Eastern Mediterranean,Yemen,2008,,,,,
Eastern Mediterranean,Yemen,2009,,,,,
Eastern Mediterranean,Yemen,2010,,,,,
Eastern Mediterranean,Yemen,2011,,,,,
Eastern Mediterranean,Yemen,2012,,,,,
Eastern Mediterranean,Yemen,2013,,,,,
Africa,Zambia,2000,,,,,
Africa,Zambia,2001,,,,,
Africa,Zambia,2002,,,,,
Africa,Zambia,2003,,,,,
Africa,Zambia,2004,,,,,
Africa,Zambia,2005,,,,,
Africa,Zambia,2006,,,,,
Africa,Zambia,2007,,,,,
Africa,Zambia,2008,,,,,
Africa,Zambia,2009,,,,,
Africa,Zambia,2010,,,,,
Africa,Zambia,2011,,,,,
Africa,Zambia,2012,,,,,
Africa,Zambia,2013,,,,,
Africa,Zimbabwe,2000,,,,,
Africa,Zimbabwe,2001,,,,,
Africa,Zimbabwe,2002,,,,,
Africa,Zimbabwe,2003,,,,,
Africa,Zimbabwe,2004,,,,,
Africa,Zimbabwe,2005,,,,,
Africa,Zimbabwe,2006,,,,,
Africa,Zimbabwe,2007,,,,,
Africa,Zimbabwe,2008,,,,,
Africa,Zimbabwe,2009,,,,,
Africa,Zimbabwe,2010,,,,,
Africa,Zimbabwe,2011,,,,,
Africa,Zimbabwe,2012,,,,,
Africa,Zimbabwe,2013,,,,,
Africa,Zimbabwe,2014,,,,,
